COMPANY_ID,A_NO,FILE_URL,
"1910456","A77253927","http://www.canpages.ca/printad/VAN11/A77253927.swf",
"1910486","A77262789","http://www.canpages.ca/printad/VAN11/A77262789.1.swf",
"1910486","A77262789","http://www.canpages.ca/printad/VAN11/A77262789.2.swf",
"1910486","A77262789","http://www.canpages.ca/printad/VAN11/A77262789.3.swf",
"1910486","A77262789","http://www.canpages.ca/printad/VAN11/A77262789.4.swf",
"1910486","A77262790","http://www.canpages.ca/printad/VAN11/A77262790.swf",
"1910486","A77262791","http://www.canpages.ca/printad/VAN11/A77262791.swf",
"1910486","A77262852","http://www.canpages.ca/printad/VAN11/A77262852.swf",
"1910650","A77283626","http://www.canpages.ca/printad/VAN11/A77283626.swf",
"1910650","A77283627","http://www.canpages.ca/printad/VAN11/A77283627.swf",
"1910713","A77265330","http://www.canpages.ca/printad/VAN11/A77265330.swf",
"1910977","A77276359","http://www.canpages.ca/printad/VAN11/A77276359.swf",
"1910983","A77255582","http://www.canpages.ca/printad/VAN11/A77255582.swf",
"1910983","A77255583","http://www.canpages.ca/printad/SUR11/A77255583.swf",
"1910983","A77255584","http://www.canpages.ca/printad/LNG11/A77255584.swf",
"1910983","A77255585","http://www.canpages.ca/printad/ABT11/A77255585.swf",
"1911119","A77253962","http://www.canpages.ca/printad/VAN11/A77253962.swf",
"1911126","A77262305","http://www.canpages.ca/printad/VAN11/A77262305.swf",
"1911126","A77262306","http://www.canpages.ca/printad/VAN11/A77262306.swf",
"1911126","A77262307","http://www.canpages.ca/printad/VAN11/A77262307.swf",
"1911126","A77262308","http://www.canpages.ca/printad/VAN11/A77262308.swf",
"1911126","A77262309","http://www.canpages.ca/printad/VAN11/A77262309.1.swf",
"1911126","A77262309","http://www.canpages.ca/printad/VAN11/A77262309.2.swf",
"1911126","A77262309","http://www.canpages.ca/printad/VAN11/A77262309.3.swf",
"1911126","A77262309","http://www.canpages.ca/printad/VAN11/A77262309.4.swf",
"1911126","A77262310","http://www.canpages.ca/printad/VAN11/A77262310.swf",
"1911126","A77262311","http://www.canpages.ca/printad/VAN11/A77262311.swf",
"1911126","A77337666","http://www.canpages.ca/printad/SUR11/A77337666.swf",
"1911126","A77337667","http://www.canpages.ca/printad/SUR11/A77337667.swf",
"1911126","A77337668","http://www.canpages.ca/printad/SUR11/A77337668.swf",
"1911126","A77337669","http://www.canpages.ca/printad/SUR11/A77337669.swf",
"1911126","A77337670","http://www.canpages.ca/printad/SUR11/A77337670.swf",
"1911126","A77337671","http://www.canpages.ca/printad/SUR11/A77337671.swf",
"1911126","A77368271","http://www.canpages.ca/printad/LAD11/A77368271.swf",
"1911126","A77368422","http://www.canpages.ca/printad/LAD11/A77368422.swf",
"1911126","A77368423","http://www.canpages.ca/printad/LAD11/A77368423.swf",
"1911126","A77368424","http://www.canpages.ca/printad/LAD11/A77368424.swf",
"1911126","A77368425","http://www.canpages.ca/printad/LAD11/A77368425.swf",
"1911126","A77368426","http://www.canpages.ca/printad/LAD11/A77368426.swf",
"1911286","A77265418","http://www.canpages.ca/printad/VAN11/A77265418.swf",
"1911365","A77261186","http://www.canpages.ca/printad/VAN11/A77261186.swf",
"1911500","A77255346","http://www.canpages.ca/printad/VAN11/A77255346.swf",
"1911561","A77266495","http://www.canpages.ca/printad/VAN11/A77266495.swf",
"1911571","A77278837","http://www.canpages.ca/printad/VAN11/A77278837.swf",
"1911593","A77263788","http://www.canpages.ca/printad/VAN11/A77263788.swf",
"1911691","A77254395","http://www.canpages.ca/printad/VAN11/A77254395.swf",
"1911985","A77282390","http://www.canpages.ca/printad/VAN11/A77282390.swf",
"1912222","A77265695","http://www.canpages.ca/printad/VAN11/A77265695.swf",
"1912250","A77284163","http://www.canpages.ca/printad/VAN11/A77284163.swf",
"1912250","A77284164","http://www.canpages.ca/printad/VAN11/A77284164.swf",
"1912254","A77258352","http://www.canpages.ca/printad/VAN11/A77258352.swf",
"1912688","A77279348","http://www.canpages.ca/printad/VAN11/A77279348.swf",
"1912688","A77279349","http://www.canpages.ca/printad/VAN11/A77279349.swf",
"1912703","A77253968","http://www.canpages.ca/printad/VAN11/A77253968.swf",
"1912703","A77253969","http://www.canpages.ca/printad/VAN11/A77253969.swf",
"1912803","A77266716","http://www.canpages.ca/printad/VAN11/A77266716.swf",
"1912870","A77263257","http://www.canpages.ca/printad/VAN11/A77263257.swf",
"1912870","A77263258","http://www.canpages.ca/printad/VAN11/A77263258.swf",
"1912870","A77263259","http://www.canpages.ca/printad/VAN11/A77263259.swf",
"1913049","A77299912","http://www.canpages.ca/printad/VAN11/A77299912.swf",
"1913166","A77254254","http://www.canpages.ca/printad/VAN11/A77254254.swf",
"1913201","A77245561","http://www.canpages.ca/printad/CLW11/A77245561.swf",
"1913201","A77245852","http://www.canpages.ca/printad/CLW11/A77245852.swf",
"1913220","A77265449","http://www.canpages.ca/printad/VAN11/A77265449.swf",
"1913220","A77265450","http://www.canpages.ca/printad/VAN11/A77265450.swf",
"1913220","A77265492","http://www.canpages.ca/printad/VAN11/A77265492.swf",
"1913220","A77265493","http://www.canpages.ca/printad/VAN11/A77265493.swf",
"1913220","A77265496","http://www.canpages.ca/printad/VAN11/A77265496.swf",
"1913220","A77265497","http://www.canpages.ca/printad/VAN11/A77265497.swf",
"1913232","A77263184","http://www.canpages.ca/printad/VAN11/A77263184.swf",
"1913242","A77246812","http://www.canpages.ca/printad/SUR11/A77246812.swf",
"1913242","A77265017","http://www.canpages.ca/printad/VAN11/A77265017.swf",
"1913248","A77256471","http://www.canpages.ca/printad/VAN11/A77256471.swf",
"1913248","A77256622","http://www.canpages.ca/printad/VAN11/A77256622.swf",
"1913248","A77256623","http://www.canpages.ca/printad/VAN11/A77256623.L.swf",
"1913248","A77256623","http://www.canpages.ca/printad/VAN11/A77256623.R.swf",
"1913283","A77276998","http://www.canpages.ca/printad/VAN11/A77276998.swf",
"1913283","A77276999","http://www.canpages.ca/printad/VAN11/A77276999.swf",
"1913283","A77277000","http://www.canpages.ca/printad/VAN11/A77277000.swf",
"1913316","A77264719","http://www.canpages.ca/printad/VAN11/A77264719.swf",
"1913413","A77277479","http://www.canpages.ca/printad/VAN11/A77277479.swf",
"1913557","A77269222","http://www.canpages.ca/printad/VAN11/A77269222.swf",
"1913572","A77266663","http://www.canpages.ca/printad/VAN11/A77266663.swf",
"1913572","A77266664","http://www.canpages.ca/printad/VAN11/A77266664.swf",
"1913572","A77266665","http://www.canpages.ca/printad/VAN11/A77266665.swf",
"1913655","A77271352","http://www.canpages.ca/printad/VAN11/A77271352.swf",
"1913662","A77284832","http://www.canpages.ca/printad/VAN11/A77284832.swf",
"1913850","A77259647","http://www.canpages.ca/printad/VAN11/A77259647.swf",
"1913941","A77257011","http://www.canpages.ca/printad/VAN11/A77257011.swf",
"1913941","A77257172","http://www.canpages.ca/printad/VAN11/A77257172.swf",
"1913975","A77265412","http://www.canpages.ca/printad/VAN11/A77265412.swf",
"1913975","A77265413","http://www.canpages.ca/printad/VAN11/A77265413.swf",
"1914102","A77259147","http://www.canpages.ca/printad/VAN11/A77259147.swf",
"1914184","A77270095","http://www.canpages.ca/printad/VAN11/A77270095.swf",
"1914234","A77270602","http://www.canpages.ca/printad/VAN11/A77270602.swf",
"1914234","A77270603","http://www.canpages.ca/printad/VAN11/A77270603.swf",
"1914247","A77276015","http://www.canpages.ca/printad/VAN11/A77276015.swf",
"1914247","A77276016","http://www.canpages.ca/printad/VAN11/A77276016.swf",
"1914247","A77276017","http://www.canpages.ca/printad/VAN11/A77276017.swf",
"1914310","A77277743","http://www.canpages.ca/printad/VAN11/A77277743.swf",
"1914310","A77277744","http://www.canpages.ca/printad/VAN11/A77277744.swf",
"1914404","A77303192","http://www.canpages.ca/printad/VAN11/A77303192.swf",
"1914563","A77265202","http://www.canpages.ca/printad/VAN11/A77265202.swf",
"1914563","A77265203","http://www.canpages.ca/printad/VAN11/A77265203.swf",
"1914623","A77262857","http://www.canpages.ca/printad/VAN11/A77262857.swf",
"1914623","A77262858","http://www.canpages.ca/printad/VAN11/A77262858.swf",
"1914747","A77271233","http://www.canpages.ca/printad/VAN11/A77271233.swf",
"1914747","A77271234","http://www.canpages.ca/printad/VAN11/A77271234.L.swf",
"1914747","A77271234","http://www.canpages.ca/printad/VAN11/A77271234.R.swf",
"1914798","A77261213","http://www.canpages.ca/printad/VAN11/A77261213.swf",
"1914823","A77325724","http://www.canpages.ca/printad/VAN11/A77325724.swf",
"1915158","A77262656","http://www.canpages.ca/printad/VAN11/A77262656.swf",
"1915272","A77267099","http://www.canpages.ca/printad/VAN11/A77267099.swf",
"1915302","A77267093","http://www.canpages.ca/printad/VAN11/A77267093.L.swf",
"1915302","A77267093","http://www.canpages.ca/printad/VAN11/A77267093.R.swf",
"1915302","A77267094","http://www.canpages.ca/printad/VAN11/A77267094.L.swf",
"1915302","A77267094","http://www.canpages.ca/printad/VAN11/A77267094.R.swf",
"1915302","A77366747","http://www.canpages.ca/printad/LAD11/A77366747.L.swf",
"1915302","A77366747","http://www.canpages.ca/printad/LAD11/A77366747.R.swf",
"1915302","A77366748","http://www.canpages.ca/printad/LAD11/A77366748.L.swf",
"1915302","A77366748","http://www.canpages.ca/printad/LAD11/A77366748.R.swf",
"1915503","A77287377","http://www.canpages.ca/printad/VAN11/A77287377.swf",
"1915685","A77354124","http://www.canpages.ca/printad/SUR11/A77354124.swf",
"1916074","A77263186","http://www.canpages.ca/printad/VAN11/A77263186.swf",
"1916101","A77277247","http://www.canpages.ca/printad/VAN11/A77277247.swf",
"1916101","A77277248","http://www.canpages.ca/printad/VAN11/A77277248.swf",
"1916101","A77277249","http://www.canpages.ca/printad/VAN11/A77277249.swf",
"1916101","A77277250","http://www.canpages.ca/printad/VAN11/A77277250.swf",
"1916116","A77291525","http://www.canpages.ca/printad/VAN11/A77291525.swf",
"1916116","A77291526","http://www.canpages.ca/printad/VAN11/A77291526.swf",
"1916116","A77291527","http://www.canpages.ca/printad/VAN11/A77291527.swf",
"1916116","A77291528","http://www.canpages.ca/printad/VAN11/A77291528.swf",
"1916116","A77291529","http://www.canpages.ca/printad/VAN11/A77291529.swf",
"1916116","A77291530","http://www.canpages.ca/printad/VAN11/A77291530.swf",
"1916116","A77291652","http://www.canpages.ca/printad/VAN11/A77291652.swf",
"1916378","A77270242","http://www.canpages.ca/printad/VAN11/A77270242.swf",
"1917116","A77254257","http://www.canpages.ca/printad/VAN11/A77254257.swf",
"1917116","A77254258","http://www.canpages.ca/printad/VAN11/A77254258.swf",
"1918080","A77276626","http://www.canpages.ca/printad/VAN11/A77276626.swf",
"1918311","A77284488","http://www.canpages.ca/printad/VAN11/A77284488.swf",
"1918315","A77276247","http://www.canpages.ca/printad/VAN11/A77276247.swf",
"1918403","A77264566","http://www.canpages.ca/printad/VAN11/A77264566.swf",
"1918451","A77260605","http://www.canpages.ca/printad/VAN11/A77260605.swf",
"1918451","A77260607","http://www.canpages.ca/printad/VAN11/A77260607.swf",
"1918451","A77260608","http://www.canpages.ca/printad/WRK11/A77260608.swf",
"1918451","A77260609","http://www.canpages.ca/printad/WRK11/A77260609.swf",
"1918451","A77260610","http://www.canpages.ca/printad/WRK11/A77260610.swf",
"1918451","A77260864","http://www.canpages.ca/printad/LNG11/A77260864.swf",
"1918451","A77260865","http://www.canpages.ca/printad/LNG11/A77260865.swf",
"1918451","A77260866","http://www.canpages.ca/printad/LNG11/A77260866.swf",
"1918451","A77260867","http://www.canpages.ca/printad/TRI11/A77260867.swf",
"1918451","A77260868","http://www.canpages.ca/printad/TRI11/A77260868.swf",
"1918451","A77260869","http://www.canpages.ca/printad/TRI11/A77260869.swf",
"1918451","A77260870","http://www.canpages.ca/printad/SUR11/A77260870.swf",
"1918451","A77260871","http://www.canpages.ca/printad/SUR11/A77260871.swf",
"1918451","A77260872","http://www.canpages.ca/printad/SUR11/A77260872.swf",
"1918451","A77277482","http://www.canpages.ca/printad/MPR11/A77277482.swf",
"1918451","A77277483","http://www.canpages.ca/printad/MPR11/A77277483.swf",
"1918451","A77277484","http://www.canpages.ca/printad/MPR11/A77277484.swf",
"1918770","A77254811","http://www.canpages.ca/printad/VAN11/A77254811.swf",
"1918883","A77271404","http://www.canpages.ca/printad/VAN11/A77271404.swf",
"1918942","A77277394","http://www.canpages.ca/printad/VAN11/A77277394.swf",
"1919091","A77260826","http://www.canpages.ca/printad/VAN11/A77260826.swf",
"1919091","A77260827","http://www.canpages.ca/printad/VAN11/A77260827.swf",
"1919454","A77256436","http://www.canpages.ca/printad/VAN11/A77256436.swf",
"1919809","A77267732","http://www.canpages.ca/printad/VAN11/A77267732.swf",
"1921286","A77260442","http://www.canpages.ca/printad/VAN11/A77260442.swf",
"1921286","A77260443","http://www.canpages.ca/printad/VAN11/A77260443.L.swf",
"1921286","A77260443","http://www.canpages.ca/printad/VAN11/A77260443.R.swf",
"1921300","A77263155","http://www.canpages.ca/printad/VAN11/A77263155.swf",
"1921415","A77299216","http://www.canpages.ca/printad/VAN11/A77299216.swf",
"1921549","A77263361","http://www.canpages.ca/printad/VAN11/A77263361.swf",
"1922154","A77267344","http://www.canpages.ca/printad/VAN11/A77267344.L.swf",
"1922154","A77267344","http://www.canpages.ca/printad/VAN11/A77267344.R.swf",
"1922650","A77255253","http://www.canpages.ca/printad/VAN11/A77255253.swf",
"1922650","A77255254","http://www.canpages.ca/printad/VAN11/A77255254.L.swf",
"1922650","A77255254","http://www.canpages.ca/printad/VAN11/A77255254.R.swf",
"1922651","A77301023","http://www.canpages.ca/printad/VAN11/A77301023.swf",
"1922651","A77301024","http://www.canpages.ca/printad/VAN11/A77301024.swf",
"1922651","A77301025","http://www.canpages.ca/printad/VAN11/A77301025.swf",
"1922651","A77301026","http://www.canpages.ca/printad/VAN11/A77301026.swf",
"1922651","A77301027","http://www.canpages.ca/printad/VAN11/A77301027.swf",
"1922721","A77260594","http://www.canpages.ca/printad/VAN11/A77260594.swf",
"1922887","A77275708","http://www.canpages.ca/printad/VAN11/A77275708.swf",
"1922887","A77275709","http://www.canpages.ca/printad/VAN11/A77275709.swf",
"1923129","A77257452","http://www.canpages.ca/printad/VAN11/A77257452.swf",
"1924411","A77264660","http://www.canpages.ca/printad/VAN11/A77264660.1.swf",
"1924411","A77264660","http://www.canpages.ca/printad/VAN11/A77264660.2.swf",
"1924411","A77264660","http://www.canpages.ca/printad/VAN11/A77264660.3.swf",
"1924411","A77264660","http://www.canpages.ca/printad/VAN11/A77264660.4.swf",
"1924411","A77264661","http://www.canpages.ca/printad/VAN11/A77264661.swf",
"1924411","A77264712","http://www.canpages.ca/printad/VAN11/A77264712.swf",
"1924411","A77264713","http://www.canpages.ca/printad/VAN11/A77264713.L.swf",
"1924411","A77264713","http://www.canpages.ca/printad/VAN11/A77264713.R.swf",
"1924514","A77303093","http://www.canpages.ca/printad/VAN11/A77303093.swf",
"1926264","A77269482","http://www.canpages.ca/printad/VAN11/A77269482.swf",
"1926264","A77269483","http://www.canpages.ca/printad/VAN11/A77269483.swf",
"1926604","A77270447","http://www.canpages.ca/printad/VAN11/A77270447.swf",
"1927049","A77262863","http://www.canpages.ca/printad/VAN11/A77262863.swf",
"1927049","A77262864","http://www.canpages.ca/printad/VAN11/A77262864.L.swf",
"1927049","A77262864","http://www.canpages.ca/printad/VAN11/A77262864.R.swf",
"1927261","A77262382","http://www.canpages.ca/printad/VAN11/A77262382.swf",
"1927261","A77262383","http://www.canpages.ca/printad/VAN11/A77262383.swf",
"1927274","A77277095","http://www.canpages.ca/printad/VAN11/A77277095.swf",
"1927336","A77275895","http://www.canpages.ca/printad/VAN11/A77275895.swf",
"1927336","A77275896","http://www.canpages.ca/printad/VAN11/A77275896.swf",
"1927376","A77261412","http://www.canpages.ca/printad/VAN11/A77261412.swf",
"1927702","A77268379","http://www.canpages.ca/printad/VAN11/A77268379.swf",
"1928110","A77297619","http://www.canpages.ca/printad/VAN11/A77297619.swf",
"1928365","A77259956","http://www.canpages.ca/printad/VAN11/A77259956.swf",
"1928381","A77265498","http://www.canpages.ca/printad/VAN11/A77265498.swf",
"1928381","A77265499","http://www.canpages.ca/printad/VAN11/A77265499.swf",
"1928397","A77241059","http://www.canpages.ca/printad/WRK11/A77241059.swf",
"1928397","A77241060","http://www.canpages.ca/printad/LNG11/A77241060.swf",
"1928397","A77245560","http://www.canpages.ca/printad/LAD11/A77245560.swf",
"1928397","A77277357","http://www.canpages.ca/printad/VAN11/A77277357.swf",
"1928397","A77277358","http://www.canpages.ca/printad/VAN11/A77277358.swf",
"1929089","A77254252","http://www.canpages.ca/printad/VAN11/A77254252.swf",
"1929089","A77254253","http://www.canpages.ca/printad/VAN11/A77254253.swf",
"1929111","A77254469","http://www.canpages.ca/printad/VAN11/A77254469.swf",
"1929253","A77288272","http://www.canpages.ca/printad/VAN11/A77288272.swf",
"1929461","A77262198","http://www.canpages.ca/printad/VAN11/A77262198.swf",
"1929512","A77262302","http://www.canpages.ca/printad/VAN11/A77262302.swf",
"1929853","A77266486","http://www.canpages.ca/printad/VAN11/A77266486.swf",
"1930131","A77302002","http://www.canpages.ca/printad/VAN11/A77302002.swf",
"1930256","A77254679","http://www.canpages.ca/printad/VAN11/A77254679.swf",
"1930449","A77257896","http://www.canpages.ca/printad/VAN11/A77257896.swf",
"1930450","A77254997","http://www.canpages.ca/printad/VAN11/A77254997.swf",
"1930450","A77254998","http://www.canpages.ca/printad/VAN11/A77254998.swf",
"1930645","A77270176","http://www.canpages.ca/printad/VAN11/A77270176.swf",
"1930699","A77277052","http://www.canpages.ca/printad/VAN11/A77277052.swf",
"1930699","A77277053","http://www.canpages.ca/printad/VAN11/A77277053.swf",
"1930842","A77264804","http://www.canpages.ca/printad/VAN11/A77264804.swf",
"1930995","A77270177","http://www.canpages.ca/printad/VAN11/A77270177.swf",
"1931069","A77263508","http://www.canpages.ca/printad/VAN11/A77263508.swf",
"1931069","A77263509","http://www.canpages.ca/printad/VAN11/A77263509.swf",
"1931081","A77263567","http://www.canpages.ca/printad/VAN11/A77263567.swf",
"1931126","A77263012","http://www.canpages.ca/printad/VAN11/A77263012.swf",
"1931126","A77263013","http://www.canpages.ca/printad/VAN11/A77263013.swf",
"1931385","A77269702","http://www.canpages.ca/printad/VAN11/A77269702.swf",
"1931706","A77217231","http://www.canpages.ca/printad/WRK11/A77217231.swf",
"1931706","A77217402","http://www.canpages.ca/printad/WRK11/A77217402.swf",
"1931817","A77254256","http://www.canpages.ca/printad/VAN11/A77254256.swf",
"1931976","A77264563","http://www.canpages.ca/printad/VAN11/A77264563.swf",
"1932219","A77298664","http://www.canpages.ca/printad/VAN11/A77298664.swf",
"1932219","A77298665","http://www.canpages.ca/printad/VAN11/A77298665.swf",
"1932219","A77298666","http://www.canpages.ca/printad/VAN11/A77298666.swf",
"1932219","A77298667","http://www.canpages.ca/printad/VAN11/A77298667.swf",
"1932273","A77302805","http://www.canpages.ca/printad/VAN11/A77302805.swf",
"1932273","A77302806","http://www.canpages.ca/printad/VAN11/A77302806.swf",
"1932273","A77302807","http://www.canpages.ca/printad/VAN11/A77302807.swf",
"1932623","A77263862","http://www.canpages.ca/printad/VAN11/A77263862.swf",
"1932650","A77274316","http://www.canpages.ca/printad/VAN11/A77274316.swf",
"1932700","A77260256","http://www.canpages.ca/printad/VAN11/A77260256.swf",
"1932912","A77302010","http://www.canpages.ca/printad/VAN11/A77302010.swf",
"1932912","A77302011","http://www.canpages.ca/printad/VAN11/A77302011.swf",
"1932939","A77283262","http://www.canpages.ca/printad/VAN11/A77283262.swf",
"1932939","A77283263","http://www.canpages.ca/printad/VAN11/A77283263.swf",
"1932939","A77283264","http://www.canpages.ca/printad/VAN11/A77283264.swf",
"1933167","A77263476","http://www.canpages.ca/printad/VAN11/A77263476.swf",
"1933167","A77369856","http://www.canpages.ca/printad/LAD11/A77369856.swf",
"1933167","A77369857","http://www.canpages.ca/printad/LAD11/A77369857.swf",
"1933235","A77277552","http://www.canpages.ca/printad/VAN11/A77277552.swf",
"1933235","A77277553","http://www.canpages.ca/printad/SSC11/A77277553.swf",
"1933235","A77277554","http://www.canpages.ca/printad/WRK11/A77277554.swf",
"1933241","A77266649","http://www.canpages.ca/printad/VAN11/A77266649.swf",
"1933241","A77266650","http://www.canpages.ca/printad/VAN11/A77266650.swf",
"1933241","A77266651","http://www.canpages.ca/printad/VAN11/A77266651.swf",
"1933320","A77284333","http://www.canpages.ca/printad/VAN11/A77284333.swf",
"1933320","A77284334","http://www.canpages.ca/printad/VAN11/A77284334.swf",
"1933320","A77284335","http://www.canpages.ca/printad/VAN11/A77284335.swf",
"1933442","A77259543","http://www.canpages.ca/printad/VAN11/A77259543.swf",
"1933722","A77323708","http://www.canpages.ca/printad/VAN11/A77323708.swf",
"1933722","A77323709","http://www.canpages.ca/printad/VAN11/A77323709.swf",
"1933737","A77267200","http://www.canpages.ca/printad/VAN11/A77267200.swf",
"1933737","A77267201","http://www.canpages.ca/printad/VAN11/A77267201.swf",
"1933811","A77264753","http://www.canpages.ca/printad/ABT11/A77264753.swf",
"1933811","A77264753","http://www.canpages.ca/printad/VAN11/A77264753.swf",
"1933811","A77264754","http://www.canpages.ca/printad/VAN11/A77264754.swf",
"1934021","A77257412","http://www.canpages.ca/printad/VAN11/A77257412.swf",
"1934288","A77257205","http://www.canpages.ca/printad/LNG11/A77257205.swf",
"1934288","A77257206","http://www.canpages.ca/printad/LNG11/A77257206.swf",
"1934288","A77257207","http://www.canpages.ca/printad/VAN11/A77257207.swf",
"1934288","A77257208","http://www.canpages.ca/printad/VAN11/A77257208.swf",
"1934288","A77257209","http://www.canpages.ca/printad/SUR11/A77257209.swf",
"1934288","A77257210","http://www.canpages.ca/printad/SUR11/A77257210.swf",
"1934288","A77257211","http://www.canpages.ca/printad/TRI11/A77257211.swf",
"1934288","A77257332","http://www.canpages.ca/printad/TRI11/A77257332.swf",
"1934576","A77272276","http://www.canpages.ca/printad/VAN11/A77272276.swf",
"1934624","A77290104","http://www.canpages.ca/printad/VAN11/A77290104.swf",
"1935014","A77264785","http://www.canpages.ca/printad/VAN11/A77264785.1.swf",
"1935014","A77264785","http://www.canpages.ca/printad/VAN11/A77264785.2.swf",
"1935014","A77264785","http://www.canpages.ca/printad/VAN11/A77264785.3.swf",
"1935014","A77264785","http://www.canpages.ca/printad/VAN11/A77264785.4.swf",
"1935014","A77264785","http://www.canpages.ca/printad/VAN11/A77264785.L.swf",
"1935014","A77264785","http://www.canpages.ca/printad/VAN11/A77264785.R.swf",
"1935014","A77264785","http://www.canpages.ca/printad/VAN11/A77264785.swf",
"1935014","A77264786","http://www.canpages.ca/printad/VAN11/A77264786.swf",
"1935014","A77352888","http://www.canpages.ca/printad/TRI11/A77352888.swf",
"1935070","A77279609","http://www.canpages.ca/printad/VAN11/A77279609.swf",
"1935070","A77279610","http://www.canpages.ca/printad/VAN11/A77279610.swf",
"1935208","A77262590","http://www.canpages.ca/printad/VAN11/A77262590.swf",
"1935311","A77208338","http://www.canpages.ca/printad/WRK11/A77208338.swf",
"1935311","A77208339","http://www.canpages.ca/printad/WRK11/A77208339.swf",
"1935311","A77220238","http://www.canpages.ca/printad/SUR11/A77220238.swf",
"1935311","A77220239","http://www.canpages.ca/printad/SUR11/A77220239.swf",
"1935311","A77220596","http://www.canpages.ca/printad/LNG11/A77220596.swf",
"1935311","A77220597","http://www.canpages.ca/printad/LNG11/A77220597.swf",
"1935311","A77264976","http://www.canpages.ca/printad/VAN11/A77264976.swf",
"1935311","A77264977","http://www.canpages.ca/printad/VAN11/A77264977.swf",
"1935311","A77276895","http://www.canpages.ca/printad/TRI11/A77276895.swf",
"1935311","A77276896","http://www.canpages.ca/printad/TRI11/A77276896.swf",
"1935311","A77277352","http://www.canpages.ca/printad/MPR11/A77277352.swf",
"1935311","A77277353","http://www.canpages.ca/printad/MPR11/A77277353.swf",
"1935609","A77255255","http://www.canpages.ca/printad/VAN11/A77255255.swf",
"1935609","A77255256","http://www.canpages.ca/printad/VAN11/A77255256.swf",
"1935609","A77255257","http://www.canpages.ca/printad/VAN11/A77255257.swf",
"1935651","A77282712","http://www.canpages.ca/printad/VAN11/A77282712.swf",
"1935651","A77282713","http://www.canpages.ca/printad/VAN11/A77282713.swf",
"1935700","A77274057","http://www.canpages.ca/printad/VAN11/A77274057.swf",
"1935700","A77274058","http://www.canpages.ca/printad/VAN11/A77274058.swf",
"1935700","A77274059","http://www.canpages.ca/printad/WRK11/A77274059.swf",
"1935700","A77274060","http://www.canpages.ca/printad/LNG11/A77274060.swf",
"1935700","A77274061","http://www.canpages.ca/printad/SUR11/A77274061.swf",
"1935700","A77274174","http://www.canpages.ca/printad/LAD11/A77274174.swf",
"1935905","A77265232","http://www.canpages.ca/printad/VAN11/A77265232.swf",
"1935926","A77284185","http://www.canpages.ca/printad/VAN11/A77284185.swf",
"1935926","A77284186","http://www.canpages.ca/printad/VAN11/A77284186.swf",
"1935926","A77284187","http://www.canpages.ca/printad/VAN11/A77284187.swf",
"1935932","A77282389","http://www.canpages.ca/printad/VAN11/A77282389.swf",
"1935958","A77273069","http://www.canpages.ca/printad/VAN11/A77273069.swf",
"1935958","A77273070","http://www.canpages.ca/printad/VAN11/A77273070.swf",
"1935972","A77264807","http://www.canpages.ca/printad/VAN11/A77264807.swf",
"1935972","A77264808","http://www.canpages.ca/printad/VAN11/A77264808.swf",
"1935976","A77247014","http://www.canpages.ca/printad/LAD11/A77247014.swf",
"1935976","A77247015","http://www.canpages.ca/printad/LAD11/A77247015.swf",
"1935976","A77263467","http://www.canpages.ca/printad/VAN11/A77263467.swf",
"1935976","A77263468","http://www.canpages.ca/printad/VAN11/A77263468.swf",
"1936148","A77260766","http://www.canpages.ca/printad/VAN11/A77260766.swf",
"1936216","A77294102","http://www.canpages.ca/printad/VAN11/A77294102.swf",
"1936216","A77294103","http://www.canpages.ca/printad/VAN11/A77294103.swf",
"1936216","A77294104","http://www.canpages.ca/printad/VAN11/A77294104.swf",
"1936216","A77294105","http://www.canpages.ca/printad/VAN11/A77294105.swf",
"1936216","A77294106","http://www.canpages.ca/printad/VAN11/A77294106.L.swf",
"1936216","A77294106","http://www.canpages.ca/printad/VAN11/A77294106.R.swf",
"1936363","A77264718","http://www.canpages.ca/printad/VAN11/A77264718.swf",
"1936380","A77271013","http://www.canpages.ca/printad/VAN11/A77271013.swf",
"1936410","A77254036","http://www.canpages.ca/printad/VAN11/A77254036.swf",
"1936506","A77257074","http://www.canpages.ca/printad/VAN11/A77257074.swf",
"1936608","A77324532","http://www.canpages.ca/printad/VAN11/A77324532.swf",
"1936702","A77255184","http://www.canpages.ca/printad/VAN11/A77255184.swf",
"1936785","A77287003","http://www.canpages.ca/printad/VAN11/A77287003.swf",
"1936999","A77273588","http://www.canpages.ca/printad/VAN11/A77273588.swf",
"1937021","A77256002","http://www.canpages.ca/printad/VAN11/A77256002.swf",
"1937022","A77270226","http://www.canpages.ca/printad/VAN11/A77270226.swf",
"1937022","A77270227","http://www.canpages.ca/printad/VAN11/A77270227.swf",
"1937147","A77265500","http://www.canpages.ca/printad/VAN11/A77265500.swf",
"1937204","A77325607","http://www.canpages.ca/printad/VAN11/A77325607.swf",
"1937570","A77267196","http://www.canpages.ca/printad/VAN11/A77267196.swf",
"1937880","A77256922","http://www.canpages.ca/printad/VAN11/A77256922.swf",
"1937960","A77272165","http://www.canpages.ca/printad/VAN11/A77272165.swf",
"1938342","A77262972","http://www.canpages.ca/printad/VAN11/A77262972.swf",
"1938343","A77266916","http://www.canpages.ca/printad/VAN11/A77266916.swf",
"1938343","A77266917","http://www.canpages.ca/printad/VAN11/A77266917.swf",
"1938511","A77258475","http://www.canpages.ca/printad/VAN11/A77258475.swf",
